Sentence,Tags,SentenceFrequency,EnglishTrans,EnglishFreq,SpanishTrans,SpanishFreq
" Is this or isn’t this a dream "" all these PC banderas waving in the too-warm autumn porteño breeze "" these “ Victor presente ” flags "" these Cheemblazoned banners .", Eng Eng Eng Eng Eng Spn Eng Punct Eng Eng Eng Spn Eng Eng Eng Eng Spn Spn Eng Punct Eng Punct NamedEnt Spn Punct Eng Punct Eng NamedEnt Eng,,,,,
" Los ojos se me hacen agua : is it the sudden bitter "" inappropriately fierce longing for my drug- "" sexand Latinoamericanista politics-laden California grad school years "" o es que se me ha metido el humo en los ojos ?", Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Punct Eng Spn Eng Eng Eng Eng Punct Spn Spn Eng NamedEnt Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
" IV KillerCrónica 26 febrero "" 2001 Buenos Aires Para María Gabriela Mizraje y para Pablo “ Hugo ” Zambrano “ Saquen Uds .", Eng Spn Spn Spn Punct Spn Spn NamedEnt NamedEnt NamedEnt NamedEnt NamedEnt Spn Spn NamedEnt Punct NamedEnt Punct NamedEnt Punct Spn Spn,,,,,
" Killer "" por favor ” dije "" sin inmutarme "" a mis estudiantes .", NamedEnt Punct Spn Spn Punct Spn Punct Spn Spn Punct Spn Spn Spn,,,,,
" Ellos tampoco se inmutaron not even a hair "" acostumbrados a que yo invente palabras "" cree interlingual giros neológicos y fauxtraducciones sin pestañear .", Spn Spn Spn Spn Eng Eng Spn Eng Punct Spn Spn Spn Spn Spn Spn Punct Spn Eng Spn Spn Spn Spn Spn Spn,,,,,
 And they obeyed ., Eng Eng Spn,,,,,
" They took out obediently El mataderode Esteban Echeverría "" reconociendo estar en un curso survey de literatura hispanoamericana "" primer semestre "" College norteamericano that shall remain nameless "" pero sabiendo también "" que a pesar de la canonicidad de dicha obra "" they weren’t in Kansas anymore "" and maybe not even in Argentina either "" sino somewhere in-between "" liminal "" interstitial .", Eng Eng Eng Spn Spn Spn NamedEnt NamedEnt Punct Spn Spn Spn Spn Spn Eng Spn Spn Spn Punct Spn Spn Punct Eng Spn Eng Eng Eng Eng Punct Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng NamedEnt Eng Punct Eng Eng Eng Eng Eng NamedEnt Eng Punct Spn Eng Eng Punct Eng Punct Eng,,,,,
" Y ahora "" dos años después : ¿escribir o dormir ?", Spn Spn Punct Spn Spn Spn Punct Spn Spn Spn,,,,,
 Overwhelmed by the lassitude that only the hottest verano en 10 años—or the hottest February en 30 ( according to La Nación y144 Clarín)—in Buenos Aires can impose ( is it reallythat hot ?, Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng NamedEnt Spn Spn Punct Eng Eng Spn Spn Spn Spn Spn NamedEnt Eng Eng Punct Eng Eng Eng Eng,,,,,
" O es "" en vez "" just another instance of typical porteño queja ?", Spn Spn Punct Spn Spn Punct Eng Eng Eng Eng Eng Spn Spn,,,,,
" ) "" me debato listlessly entre el sueño y la escritura .", Punct Punct Spn Spn Eng Spn Spn Spn Spn Spn Spn,,,,,
 Which could bring relief ?, Eng Eng Eng Eng,,,,,
 Which more pleasure ?, Eng Eng Eng,,,,,
 Which more pain ?, Eng Eng Eng,,,,,
 0800-555-0016 ( Oficina de Turismo ) ; 4374-1251 ( Fervor de Buenos Aires ) ; 4687-5602 ( Info ., Spn Punct NamedEnt Spn Spn Punct Punct Spn Punct Spn Spn Spn NamedEnt Punct Punct Spn Punct Spn,,,,,
" Mataderos "" de 11–19 horas ) ; 4372-5831 ( Centro Cultural ) ; 4373-5839 ( Museo de Artes Arg .", Spn Punct Spn Spn Spn Punct Punct Spn Punct Spn Eng Punct Punct Spn Punct Spn Spn Spn NamedEnt,,,,,
 ) ., Punct,,,,,
" All these numbers ( and then some ) llamamos "" tratando in vain to get information sobre la Feria de Mataderos .", Eng Eng Eng Punct Eng Eng Eng Punct Spn Punct Spn Eng Spn Eng Eng Eng Spn Spn Spn Spn Spn,,,,,
" Como pasa muchas veces en la Argentina "" we heard this cheerful but firm message : “ el número que Ud .", Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Eng Eng Eng Eng Eng Punct Punct Spn Spn Spn NamedEnt,,,,,
 ha marcado no corresponde a ., Spn Spn Spn Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
" ” Finally "" since our trusty año 2000 version of “ Wayne "" ” aka The Lonely Planet Guide to Argentina(edited by un tal Wayne Bernhardson "" Ph.D .", Punct Eng Punct Eng Eng Eng Spn Spn Eng Eng Punct NamedEnt Punct Punct Spn Eng Eng NamedEnt Eng Eng NamedEnt Eng Spn Spn NamedEnt NamedEnt Punct Spn,,,,,
" en geografía from Berkeley no less ) "" ponía que la Feria in Killer se daba los fines de semana "" from 11–6 "" nos lanzamos toward Killer last Sunday "" a la tarde .", Spn Spn Eng NamedEnt Spn Eng Punct Punct Spn Spn Spn Spn Eng NamedEnt Spn Spn Spn Spn Spn Spn Punct Eng Spn Punct Spn Spn Eng NamedEnt Eng Eng Punct Spn Spn Spn,,,,,
" Era "" creo "" nuestro viaje más largo en taxi since arriving in Buenos Aires .", Spn Punct Spn Punct Spn Spn Spn Spn Spn Spn Eng Eng Eng Spn NamedEnt,,,,,
" No hablo de esos lonely "" desperate y desconcertantes viajes desde “ cheto-ville "" ” las northern suburbs "" cuando nos transportábamos desde La Lucila "" from Dayna’s apartment "" near the Stok family mansion en Victoria "" toward the center of Buenos Aires by a combination of tren y subte "" looking for an apartment to rent back in August .", Spn Spn Spn Spn Eng Punct Spn Spn Spn Spn Spn Punct Eng Punct Punct Spn Eng Eng Punct Spn Spn Spn Spn Spn NamedEnt Punct Eng NamedEnt Eng Punct Eng Eng NamedEnt Eng Eng Spn NamedEnt Punct Eng Eng Eng Eng Spn NamedEnt Eng Spn Eng Eng Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng NamedEnt,,,,,
 No ., Spn,,,,,
 Hablo de within the boundaries de la ciudad de Buenos Aires proper ., Spn Spn Eng Eng Eng Spn Spn Spn Spn Spn NamedEnt Eng,,,,,
" Desplazándonos desde El Botánico de Palermo toward Mataderos "" bajando por Pueyrredón "" toward Independencia and then out west on J. B. Alberdi "" pude confirmar una vez más y con suma satisfacción para mí ( con estupefacción quizás pa ’ mi amigo español "" Pablo ) que lo que dijo Borges en los 40s is exactly ( still ) TRUE : nadie ignora que el sur empieza del otro lado de Rivadavia .", Spn Spn Spn NamedEnt Spn NamedEnt Eng Spn Punct Spn Spn NamedEnt Punct Eng NamedEnt Eng Eng Eng Eng Eng Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Punct Spn Spn Spn Punct NamedEnt Punct Spn Spn Spn Spn NamedEnt Spn Spn Spn Eng Eng Punct Eng Punct Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt,,,,,
" That wilder "" more forlorn "" more mythical geografía .", Eng Eng Punct Eng Eng Punct Eng Eng Spn,,,,,
" Suena quizás estereotípico "" but really it is profound and beautiful ( o escuálido y cutre "" según ) .", Spn Spn Spn Punct Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Eng Punct Spn Punct,,,,,
 J. B. Alberdi widens and flattens out ., Spn Spn NamedEnt Eng Eng Eng Eng,,,,,
" Not wide in that cosmopolitan "" Parisian manner they fetishize here sino too-flat "" too much sky "" after the turn-ofthe-century sumptuousness of the Recoleta "" Palermo "" Belgrano "" and Colegiales "" the funky quaintness of San Telmo and Monserrat .", Eng Eng Eng Eng Eng Punct NamedEnt Eng Eng Eng Eng Spn Eng Punct Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng NamedEnt Punct NamedEnt Punct NamedEnt Punct Eng NamedEnt Punct Eng Eng Eng Eng NamedEnt NamedEnt Eng Spn,,,,,
" Alberdi opens out into un-charming "" jarring cobblestone where wagons once must have jostled ; buildings now squat low and mean where once only dust swirled out toward the pampas .", NamedEnt Eng Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Eng Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn,,,,,
 Me recuerda los outskirts de alguna ciudad mucho más ., Spn Spn Spn Eng Spn Spn Spn Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
" qué sé sho "" latinoamericana "" el D.F. "" por ejemplo "" Santiago de Chile "" even Los Angeles .", Spn Spn Eng Punct Spn Punct Spn NamedEnt Punct Spn Spn Punct NamedEnt Spn NamedEnt Punct Eng Spn Spn,,,,,
 I feel comforted and disconcerted ., Eng Eng Eng Eng Eng,,,,,
 I am pierced by recognition ., Eng Eng Eng Eng Eng,,,,,
 Continuamos y continuamos ., Spn Spn Spn,,,,,
" Casi diría it’s getting boring "" except for the occasional outrage-inducing interruption "" entre parrillas populares y kioskos "" de Blockbuster Video .", Spn Spn Eng Eng Eng Punct Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Punct Spn NamedEnt Eng,,,,,
" Finalmente "" after miles and miles of someplace that could be "" casi "" the San Fernando Valley de Califas back when I grew up in it—with that blowsy "" sun-addled energy "" all TG & Y stores "" no-name brand drive-in chicken places "" abandoned warehouses and pumpkin patches—doblamos a la izquierda en Lisandro de la Torre "" en la frontera entre los barrios de Mataderos y Liniers "" frontera también con la provincia occidental de Buenos Aires .", Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Spn Punct Eng NamedEnt NamedEnt Eng Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Punct Eng Spn Punct Spn Eng Punct Spn Eng Eng Eng Eng Punct Spn Eng Eng Eng Spn Spn Spn Spn Spn NamedEnt Spn Spn NamedEnt Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Spn Spn NamedEnt,,,,,
" Después de pasar unos menacing "" grafitti-covered tenements "" un enorme parque abandonado y una pulcra y moderna fábrica "" arribamos a una somnolienta plaza "" surrounded by these warehouse-looking buildings que me doy cuenta contain residential apartments indicated—and demarcated—by dingy laundry on the second floor .", Spn Spn Spn Spn Eng Punct Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Punct Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Spn Spn Eng Eng Eng Eng Eng,,,,,
" Hay una estatua de algún gaucho hero I am somewhat mortified not to recognize "" una estatua de la Virgen de Luján in a glass cage .", Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Punct Spn Spn Spn Spn NamedEnt Spn NamedEnt Eng Spn Eng Eng,,,,,
" Tengo la repentina sensación de ese personaje de Borges "" I think in “ El Sur ” or is it “ El hombre muerto ” ?", Spn Spn Spn Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Eng Punct Spn Spn Punct Eng Eng Eng Punct Spn Spn Spn Punct,,,,,
 ( Ni modo ., Punct Spn Spn,,,,,
 Never have been that good with names and dates on a longterm basis ) ., Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Eng Eng Punct,,,,,
" Pero anyway "" ese personaje .", Spn Eng Punct Spn Spn,,,,,
" Cuando acaricia el gato "" de146 estar fuera del tiempo .", Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn,,,,,
" Or at least "" I share both his awareness de que los gatos are out of time andthe very feline out-oftimeness itself .", Eng Eng Eng Punct Eng Eng Eng Eng Eng Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Spn Eng Eng,,,,,
 Al bajar del taxi it is immediately clear we’ve come on the wrong day ., Spn Spn Spn Spn Eng Eng Eng Eng Spn Eng Eng Eng Eng Eng,,,,,
 No hay feria ., Spn Spn Spn,,,,,
 No hay nada ., Spn Spn Spn,,,,,
 Tampoco importa ., Spn Spn,,,,,
 It feels slow and too-bright ., Eng Eng Eng Eng Eng,,,,,
 An oddly menacing haze ., Eng Eng Eng Eng,,,,,
 Cicadas ., Spn,,,,,
" On the building surrounding the plaza hay letreros que anuncian la Feria de Mataderos "" in circus-elegant "" elaborate filetescroll .", Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Eng Spn Punct Spn Eng,,,,,
 Doesn’t say what days or times or where ., Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
" Olor a parrilla "" humo "" algunos vecinos sitting at tables on the alcove-shrouded veredas "" tomando vino tinto barato ( y bueno ) "" eating serving after serving de carne : asado "" vacío "" bife de chorizo "" plus of course chinchulines "" mollejas "" morcilla and all that other mad-vaca ( or at least cholesterol-carrying ) offal .", Spn Spn Spn Punct Spn Punct Spn Spn Eng Eng Eng Eng Eng Spn Spn Punct Spn Spn Spn Spn Punct Spn Spn Punct Punct Eng Eng Eng Eng Spn Spn Punct Spn Punct Spn Punct Eng Spn Spn Punct Eng Eng Eng Spn Punct Spn Punct NamedEnt Eng Eng Eng Eng Spn Punct Eng Eng Eng Eng Punct Eng,,,,,
" Al rato tomamos "" medio wistfully "" para Palermo Viejo "" to return to the culinary adventures ( or safety ?", Spn Spn Spn Punct Spn Eng Punct Spn NamedEnt Spn Punct Eng Eng Eng Eng Eng Eng Punct Eng Eng,,,,,
" ) of that mediopaqueto "" pseudo-multiculti barrio ( nicknamed Palermo Soho by local cognoscenti : Borges se moriría "" creo "" to see hisPalermo tan yuppified ) just blocks from our own ( just plain Palermo "" a secas ) .", Punct Eng Eng Spn Punct Eng Spn Punct Eng NamedEnt NamedEnt Eng Eng Spn Punct NamedEnt Spn Spn Punct Spn Punct Eng Eng Spn Spn Eng Punct Eng Eng Eng Eng Eng Punct Eng Eng NamedEnt Punct Spn Spn Punct,,,,,
 Había esperado algo mucho más ., Spn Spn Spn Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
" místico "" qué sé sho "" olor a ganado ( live "" no en una parrisha .", Spn Punct Spn Spn Eng Punct Spn Spn Spn Punct Eng Punct Spn Spn Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
" ) "" real gauchos "" alguna destreza equina "" no sé .", Punct Punct Eng Spn Punct Spn Spn Spn Punct Spn Spn,,,,,
 .,,,,,,
 .,,,,,,
" Mataderos "" The Real Thing ( 24-II-01 ) : Fortificados por un vecino de Killer ( who had informed us en nuestra previa visita abortiva que la Feria se daba los sábados a la noche en verano ) "" y además habiendo preguntado a una bola de taxistas "" remiseros y vecinos "" we arrived last night "" medio aplastaditos con Pablo y Gabriela "" habiendo subido en Palermo con un pobre taxista senior citizen NO profesional que se extravió varias veces on the way and whom I myself had to instruct as to the recovecos de las one-way streets en Killer !", Spn Punct Eng Eng Eng Punct Spn Punct Punct Spn Spn Spn Spn Spn NamedEnt Punct Eng Eng Eng Eng Spn Spn Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Punct Eng Spn Eng Eng Punct Spn Spn Spn NamedEnt Spn NamedEnt Punct Spn Spn Spn NamedEnt Spn Spn Spn Spn Eng Eng Spn Spn Spn Spn Spn Spn Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Eng Eng Spn NamedEnt,,,,,
" This time "" to our complete amazement "" una animada feria artesanal y barrial bien rustic desbordó enteramente la plaza central .", Eng Eng Punct Eng Eng Eng Eng Punct Spn Spn Spn Spn Spn Spn Spn Eng Spn Spn Spn Spn Eng,,,,,
" En un huge stand "" vendían todo tipo de artículo gauchesco : sillas de montar "" botas "" látigos "" bombachas "" fustas "" boleadoras "" fajas bordadas a mano "" chalecos "" sombreros "" facones "" alpargatas "" bridles "" bits .", Spn Spn Eng Eng Punct Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Punct Spn Punct Spn Punct Spn Punct Spn Punct Spn Punct Spn Spn Spn Spn Punct Spn Punct Spn Punct Spn Punct NamedEnt Punct Spn Punct Eng,,,,,
 A wonderfully acrid smell arose in the slight stir of wind que punzaba los nubarrones color plomo ., Spn Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn,,,,,
" Olor a humo "" a parrilla "" a grupa de caballo y a montura .", Spn Spn Spn Punct Spn Spn Punct Spn Spn Spn Spn Spn Spn Spn,,,,,
" Si la Feria Rural en Palermo "" en agosto "" había sido una magníficamente local encarnación of Flaubert’s agricultural fair inMadame Bovary(my image will always be la insouciant and freckled "" placid "" slightly bovine yet intensely lovely face of Isabelle Huppert—una de mis actrices predilectas "" desde “ The Lacemaker”—as Emma "" en la película ) "" Mataderos is a wonderfully pueblo "" porteño version of the equestrian show in Florence I saw years ago "" con mi hermana Laura y con mis padres .", Spn Spn Spn Eng Spn NamedEnt Punct Spn Spn Punct Spn Spn Spn Spn Eng Spn Eng NamedEnt Eng Eng Spn NamedEnt Eng Eng Eng Eng Spn Spn Eng Eng Punct Eng Punct Eng Spn Eng Spn Eng Eng Eng NamedEnt NamedEnt Spn Spn Spn Spn Punct Spn Punct Eng Eng NamedEnt Punct Spn Spn Spn Punct Punct Spn Eng Spn Eng Spn Punct Spn Eng Eng Eng Eng Eng Eng NamedEnt Eng Eng Eng Eng Punct Spn Spn Spn NamedEnt Spn Spn Spn Spn,,,,,
" Then "" wearing heavy woolens against the early spring chill and "" unconscious of my incipient myopia "" I strained forward to distinguish the thrilling blurs as impeccably elegant Tuscan horsemen cleared the hurdles ( mostly ) .", Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Eng Eng Eng Spn Punct Eng Eng Eng Eng Spn Eng Eng Eng Eng Spn Spn Spn Eng Eng Eng Eng Punct Eng Punct,,,,,
" Now "" en plena negación de mi ( todavía light "" conste ) miopía "" I flat out refuse to wear gafas en público "" si no son uno de los miles de pares de designer sunglasses que uso .", Eng Punct Spn Spn Spn Spn Spn Punct Spn Eng Punct Spn Punct Spn Punct Eng Eng Eng Eng Eng Eng Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Eng Spn Spn Spn Eng Eng Spn Spn,,,,,
 “ Por coquetería ” dirían aquí ., Punct Spn Spn Punct Spn Spn,,,,,
 Odio ese tan gender-loaded term ., Spn Spn Spn Spn Eng,,,,,
" No "" es que simplemente rechazo la excesiva nitidez a la que me obligan las gafas .", Spn Punct Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn,,,,,
 La oftamóloga argentina se rió cuando le confesé eso ; es más me felicitó la turn of phrase ., Spn Eng NamedEnt Spn Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Eng Eng Eng,,,,,
" Pablo entiende lo que digo : usando casi la idéntica receta "" ambos preferimos la vida no corregida "" with blurred edges .", NamedEnt Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn Punct Eng Eng Eng,,,,,
" Around the plaza "" the restaurants that had been sleepy last Sunday "" reluctantly sirviendo asado y parrishada to a few local148 vecinos "" ahora rebosaban de vida : ofrecían everything from panchos ( hot dogs ) "" gaseosas e “ ingredientes ” ( stale peanuts and potato chips ) to full meals .", Eng Eng Spn Punct Eng Eng Eng Eng Eng Eng Eng Eng Punct Eng Spn Spn Spn Spn Eng Spn Eng Eng Spn Punct Spn Spn Spn Spn Punct Spn Eng Eng Spn Punct Eng Eng Punct Punct Spn Spn Punct Spn Punct Punct Eng Eng Eng Eng Eng Punct Eng Eng Eng,,,,,
" Nos sentamos con Pablo y Gaby ; pedimos tres Gancio con limón "" un Ehpritepal Juvenil y agua mineral "" of course "" for Gaby .", Spn Spn Spn NamedEnt Spn NamedEnt Punct Spn Spn NamedEnt Spn Spn Punct Spn Spn NamedEnt Spn Spn Eng Punct Eng Eng Punct Eng NamedEnt,,,,,
" Even Gaby’s a veces exasperantemente decimonónico nacionalismo ( y en ehto "" claaaro "" she’s anything but alone ) "" her standing up to sing the himno nacional and her teary eyes when the ( desflecada "" por cierto ) bandera was raised high above the plaza "" por ejemplo "" couldn’t dampen the surge de pura magia que sentí cuando comenzaron a tocar chacareras y los vecinos—allof them "" fat "" skinny "" old "" young "" dark "" light—comenzaron a bailar "" swirling hankies adorably "" provocatively above their heads con infinita pasión y skill .", Eng NamedEnt Spn Spn Spn Spn Spn Punct Spn Spn Spn Punct Spn Punct Eng Eng Eng Eng Punct Punct Eng Eng Eng Eng Eng Eng Spn Spn Eng Eng Eng Eng Eng Eng Punct Spn Punct Spn Spn Punct Spn Eng Eng Eng Eng Eng Spn Punct Spn Spn Punct Eng Eng Eng Eng Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Spn Eng Punct Eng Punct Eng Punct Eng Punct Eng Punct Eng Punct Spn Spn Spn Punct Eng Eng Eng Punct Eng Eng Eng Eng Spn Spn Spn Spn Eng,,,,,
" Gaby insiste en que right here "" even where we sit "" is the real "" historical place "" where “ Killer ” took place .", NamedEnt Spn Spn Spn Eng Eng Punct Eng Eng Eng Eng Punct Eng Eng Eng Punct Eng Eng Punct Eng Punct NamedEnt Punct Eng Eng,,,,,
" Le pregunto "" medio tímidamente "" pues where’s the Bajo ?", Spn Spn Punct Spn Spn Punct Spn Eng Eng Spn,,,,,
 Where’s the river ?, Eng Eng Eng,,,,,
 Y ella balbucea “ y ., Spn Spn Spn Punct Spn,,,,,
 .,,,,,,
 .,,,,,,
" ( pausa porteña ) bueno "" todo es diferente ahora ; el Río ha cambiado de curso .", Punct Spn Spn Punct Spn Punct Spn Spn Spn Spn Punct Spn Spn Spn Spn Spn Spn,,,,,
 ” Yeah right ., Punct Eng Eng,,,,,
 .,,,,,,
 .,,,,,,
" No wayis this where El mataderotook place "" pienso pa ’ mis adentros .", Spn Eng Eng Eng Spn Spn Eng Punct Spn Spn Punct Spn Spn,,,,,
" Pero "" it doesn’t matter .", Spn Punct Eng Eng Eng,,,,,
" This feeling "" these sights—avid vendors "" smoke burning the eyes "" music "" fierce "" hand-forged knives "" animals "" drink "" was what I had been waiting almost eight months for .", Eng Eng Punct Eng Eng Spn Punct Eng Eng Eng Eng Punct Eng Punct Spn Punct Eng Eng Punct Eng Punct Eng Punct Eng Eng Eng Eng Eng Eng Eng Eng Eng Eng,,,,,
